poetry,fiction,correspondence/journal,essays,musings,reviews,viscera,pith,funny,tidbit,Text,date,collection,blog,poem,form,tone
,,,x,x,x,,,,,"POWER OF THE DOG
The power of the dog is also its weakness: unscrupulous hunger
OR the power of the dog is: its ability to break the rabbit s neck 
OR simply, the power of the dog is its animal keenness
If you starve the dog, it will bite 
Peter wore gloves and Phil did not
the blood sacrifice, the scalpel, the diseased carcass
cut it down, cut it open, sew it closed...so that life may go on 
teach me to ride and I will teach you to die
gently, the scalpel prevails (surgical vs classical)
a field of flowers made of music (the solitary picking, the raucous tune   above and below)
press them in a book, or light your cigarette with them
hiss of fire in water
the pure stink of the man s world vs the stifling perfumes of femininity 
Repression, ingression, a dog s mouth waiting in the far-off hills",20221101,,x,,,
,,,x,x,x,,,,,"SAW
and the other day I watched saw. I liked how it opens, two guys waking up in the confines of some shitty death chamber. disorientation. Could have been a really cool piece if it had explored that space more fully and if the leads had chops. but the campy performances and clumsy flashbacks really reduced it to a cheap shock film with some mildly entertaining innovations on old horror themes",20221101,,x,,,
,,,x,x,x,,,,,"THE LIGHTHOUSE
Short
Accidentally watched the lighthouse (2016) instead of the 2019 dafoe vehicle by the same name. apparently both films are inspired by the same real life tragedy that occurred in 1801 at the smalls lighthouse, where one of the keepers died in a freak accident and the other was forced to  keep the light  on his own, losing his sanity in the process. the 2016 film starts strong, with powerful performances from both actors; however, as it goes on it tests the endurance of the viewer as much as the benighted keeper, haunted by the stray arm of his companions dangling corpse,  beckoning him toward judgment. I suppose in this sense the film succeeds, relentless in its attack upon the viewers patience, sanity, dashing much of its symbolic potential upon the rocks of tedium and generic convention.

Long
Chris Crow s The Lighthouse (2016) is a psychological thriller based on the true story of two lighthouse keepers, Thomas Griffths and Thomas Howell, the former of whom dies in a freak accident while tending the Smalls Lighthouse during a weeks-long gale, leaving his guilt-wracked companion to keep the light alone. 
Rooted firmly in a sense of time and place (i.e. a remote and barren island off the coast of Wales in early-nineteenth century), the film sets out a grim and harrowing tale from the annals of maritime tragedy, with powerful performances from its two main actors Mark Lewis Jones as the salty, laconic Griffiths who worships no god but the sea, and Michael Jibson as the hapless, troubled Howell, whose negligence at his former post cost the lives of six sailors. 
Although the film lays itself out in commendably straightforward fashion, with little thematic or artistic pretension, there are moments of genuine brilliance, particularly in the first act as these two characters are forced to interact within the claustrophobic confines of the lighthouse quarters, coming to terms with the fact that they will likely die there as the storm sets in and grows in unabated fury, precluding the possibility of relief. Haunted by the strung-up corpse of the man he has not murdered (but for whose death he is sure to be blamed, as he was for the ill-fated 6), Howell begins a descent into madness that offers interesting (albeit poorly explored) metaphorical possibilities in  light  of the tower s precipitous ascent, the onslaught of the waves (unconscious depths, psychic tumult), the apparitional fogs, and the isolation of the film s setting.
And here is where a competent if slightly low-budget picture becomes an exercise in sheer endurance. I suppose, in this sense, the film could be said to succeed, launching as relentless an attack upon the viewer s sanity as that of the poor tormented Howell, but in the process, regrettably, it also dashes much of its symbolic potential upon the rocks of tedium and generic convention.
While Dave Egger s The Lighthouse (2019) bears on its surface a striking resemblance to Crow s earlier film of the same time (to an extent that some might call borderline plagiaristic), the two films could not be more different in terms of tone, cinematographic merit, and intended function. True, both films center on a pair of Toms (older and younger) tending to a lighthouse on a remote island, and true, both convey their subsequent descent into madness and the death of the principal keeper during an unrelenting storm, but the manner in which these events unfold and the way in which they are conveyed and framed are distinct, even antithetical.
Crow s Lighthouse is, as mentioned, rooted firmly in historical and geographical specificities, whereas Egger s operates on the higher plane of archetype: a troubled and rebellious Seeker holding forth with the old and mercurial Keeper on a timeless and placeless Island above which rises the Tower of Light, shot and framed in mythic style. 
The technical qualities of both films also bears mentioning here: while Crow s color picture features a grim and muted palette along with relatively conventional camerawork (as befits the harrowing simplicity of the thriller), Egger s allegorical opus boldly declares itself a masterpiece with carefully composed shots, portentous angles, and heavy use of shadow, further heightened by the film s (admittedly stunning) use of black and white.
This all-pervading sense of self-importance and self-awareness extends even and especially to the dialog, a cyclonic admixture of Biblical idiom and nautical jargon that is equal parts Old Testament prophet and Moby Dick, a fact humorously acknowledged in Howard s vitriolic rant against Wake s Neptunian pomposity, (which, come to think of it, might be read as sly pre-anticipation of any criticism against the film s  Captain Ahab horseshit. )
This actually brings me to one of my primary complaints about the film namely, its insistence upon puncturing or deflating the gravitas that it so masterfully cultivates with the occasional vulgarity, scatological reference, or crass insertion. The much-lauded  Hark!"" monologue was, for me, one of the most problematic and jarring moments in the film, squandering boat loads of dynamic energy on so petty a thing as a squabble over culinary preference:  Alright, have it your way. I like your cookin . 
Through Crow s Lighthouse may at times bore the viewer,  it cannot be said to disrespect him. There is no fourth wall breaking, no tongues in cheeks, no sidelong winking. It tells the tale straight and in my opinion reasonably well, given the obviously limited budget.
Egger s film, on the other hand, is a well-funded endeavor brimming with talent, both directorial, technical, and thespian. I could go on at length, and I m sure some have, about the film s sound design, psychosexual evocations, mythic allusions, and metaphorical frameworks relative to Crow s (up vs. down, in vs. out) but for the purposes of this comparative review, I feel the need to point out and honestly, to condemn Egger s refusal to permit us the luxury of shock and awe. 
On this point, and this point alone, Crow s film is superior and I stand by that assessment.",20221101,,x,,,
,,,x,x,x,,,,,"WHAT WE DO IN THE SHADOWS
Finished season 3 of What We Do in the Shadows. Not as good as I remember the first season being less of the situational subtlety/absurdity that one expects from a Matt Berry (side?) vehicle (and British alt comedy in general) and more wacky gags of the US mockumentary variety. Suppose that s to be expected for any show that finds a broader audience. 
Anyhow, it got me thinking about vampirism as a metaphor for the human condition, particularly when held against that other mainstay of allegorical supernatural horror, the zombie flick.
Ligotti touched on this in Conspiracy against the Human Race, pointing both to the tradition of vampiric literature and to the notion of zombification as examples of man s split nature neither living nor dead but an unholy combination of the two,  turned  by macabre forces beyond ourcontrol and driven toward the autocannabalistic lust for flesh (the brain, the blood, the  food that talks )
While there are similarities between the zombie and the vampire, there seem to me to be instructive distinctions as well, particularly when considered in light of Jungian thought, i.e. his theory of mass mindedness vs individuation. Yes, both the zombie and the vampire are compelled by dark consumptive desires over which they have no control, but their divergent levels of awareness of this fact (a total lack on the part of brain eaters and an excess on the part of blood suckers) renders the former trite and the latter genuinely tragic. 
While the zombie operates as part of a mindless horde, seeking to consume the grey matter he no longer possesses, the vampire is keenly aware of his plight, and thus spends his days in a state of grim solitude still human by most appearances, but unable to join his fellow man in the sunlight of sociality. He is a creature of the night, pariah, embittered, powerful and sensitive. the zombie on the other hand is just a slavering bundle of decomposition.
Both could be read as shadow selves of a sort, one as nega-ego, the other as pure id, but the vampire I think comes closer to the Jungian mark insofar as he knows himself to be a monster and must grapple eternally with the existential nightmare of his parasitic existence. 
While Shadows makes light (lol) of the standard conventions of vampire media (to diminishingly comedic effect as the characters become flanderized versions of their season 1 selves) it also engages with some of the enduring themes previously mentioned: mortality, self-predation, the uncanny, etc. 
Re: the uncanny, there s Nadja s double in doll form (doll-pperganger?), an inanimate toy possessed by the spirit of its owner, functioning as an ego totem of sorts, an evocation of man as his own puppet, the Pinocchio whose nose grows inward with every lie, slowly piercing his cruelly oversized brain.
There is also Nandor s existential crisis upon learning of the Big Bang Theory and materialist determinism (ie the uncaring universe), his subsequent attempt to sublimate this  knowledge  through delusional participation in the cult of optimism (forceful extraction of the fangs, a futile attempt to extirpate his true nature and thereby salvage meaning from the endless void), and finally his decision to enter a centuries long Super Slumber vis a vis Mainlander s will to die and the antinatalist tradition as a whole. 
Ultimately however, this is a moderately successful tv show so of course our main character decides life is worth living after all, and he giddily sets off to see the world in all of its meaningless variety (eat, prey, love). very depressing. 5.5/10",20221101,,x,,,
,,,x,x,x,,,,,"X-MEN (& LIGOTTI)
Caught the end of X-Men: first class.
Was struck by its treatment of mutation as a thinly veiled metaphor for human consciousness and the strange set of powers with which it endows us, powers that set us irrevocably apart from the natural world, no matter how hard we try to reconcile our differences and subordinate our conscious capacities to its implacable whims. In conspiracy against the human race, Ligotti also uses the vocabulary of mutation and perversion as analogical to man s self-awareness and he too would agree that we are set apart to suffer the weight of difference and dual personhood as both selves and non-selves.  However, with its beatification of Professor X as apostle/martyr of optimism, (in contrast to the grim Nietzschean gospel of Magneto), the film holds onto the possibility of redemptive action, of a new symbiosis between the mutant and the man, the conscious and the unconscious...a softening of the evolutionary toward alleviation of pain and accommodation of difference. Ligotti makes no such allowances and would, along with Zapffe and other pure pessimists of his ilk, decry the film as an admittedly inventive but ultimately insufficient attempt at preserving an unfounded future that we are unlikely to achieve
",20221101,,x,,,
,,,x,x,x,,,,,"9 BILLION NAMES OF GOD
i read the 9 billion names of god, titular short story in a collection by arthur clarke. very short and simple, perhaps a bit too simple.. concept seems a bit thin.. some tibetan monks use a supercomputer to generate all possible names of god via brute force permutation...9-vharacter strings in a language of their own devising. upon completion of the task, the world ends. huh? the thematics are fleshed out not at all. gestures lazily at the joint & respective functions of religion, language, and technology and--I suppose--the thanatophilia thay underlies them all. maybe the mechanics of the modern world are simply hastening an inevitable exhaustion/depletion of all semantic possibilities, at which point the symbols cease to signify and the stars blink out one by one, ""without fuss"" (i liked the ending)",20221101,,x,,,
,,,x,x,x,,,,,"CHARLEY & THE CHOCOLATE FACTORY
Encountered an interesting reading of Charley and the Chocolate Factory as  soteriological story  wherein Wonka functions as God figure and the children as prospective initiates into his Eleusinian mysteries, full participation in which can only be achieved through a harrowing process of descent (i.e. into the heart of the factory as Testing or Proving ground), searching/striving (i.e. undergoing a series of temptations), and finally ascent (up and unto the lofty heights of divine perspective and insight, figured as glass elevator, the speed and maneuverability of which stands in stark contrast to cheap thrill of the purloined fizzy lifting drink). The fates and failings of the various children lends them an allegorical aspect (Gloop as Gluttony, Salt as Pride, Teevee as Sloth, etc.) with only Charley emerging victorious. In this sense, he sits squarely within the classical heroic tradition, a moral exemplar/paragon of virtue whose temperance, endurance, and humble origin renders him the only worthy successor to Wonka's empire of Joy and Play. The golden ticket then is no mere fungible token, monetary/material asset, or social credit, but rather a kind of moral voucher, a  key to the kingdom  which is not of this world but of one beyond, and which consequently only the meek may inherit.",20221101,,x,,,
,,,x,x,x,,,,,"ON RELIGION
Schle & Jung (first speech)
Schleiermacher's first speech from On Religion while a far cry from Jung's crisp analytical prose seems to presage many elements of Jungian thought, most notably, the split nature of man, the primacy of experience, the role of religion as a integrative force, and the necessity of the mediatorial or priest-figure (for Jung, the psychoanalyst, and for Schleiermacher, the ""God-inspired person""). I was particularly struck the German theologian's theory of expansion and attraction as the dual forces at work in man (which apparently was a popular concept in the natural philosophy of the day), forming a polar relationship (the ""great series"") at the far extremities of which lie idealism and hedonism respectively, each tending toward self-isolation and -deprivation in an eternal cycle of (f)utility that fails to reckon with its source. Nature, however, distributes the dual urges in equal measure throughout its parts, compelling all things toward and against the center, the innermost depths, the divinely charged origin point from which springs (or through which is mediated) religious experience in all its singularity and instinctive power, and of which the cold rationalist, utilitarian moralist finds unable (because unwilling [because naturally predisposed toward unwillingness]) to conceive except as a crude instrument or vestige.

Schle & Jung (second speech)
Working thru Schleiermacher s second speech and am continuously struck by the parallels between or preanticipations of Jungian thought, particularly in his love of pairs (theoretical/practical, moral/metaphysical, attractive/expansive, speculation/praxis, individuality/multiplicity) and his positioning of religious intuition as the ""necessary and indispensable third"" that enables man to reckon with/sublimate his shadow (ie his inborn promethean hubris) into a larger understanding/experience of the divine unity made manifold.

Intuition
According to Schle. as I (probably incorrectly) read him, true religion (i.e. intuition of the infinite from the particular) is necessarily void of content. Or more precisely, it is itself a void through which content flows but cannot linger.
Think of a tube, whose constraints make possible the transfer of fluids from one space to another (expansion/contraction, theory/practice, multiplicity/individuality, morality/metaphysics), a mediating channel through which hydrodynamic ""instincts"" can become realized.
The function of the conduit is in no way dependent on the nature of the material flowing through it--it matters only that movement takes place unobstructed.
Stop it up, however, at one end or the other--attempt to convert the dynamic conduit to a static container and the contents become stagnant, lifeless, incapable of fulfilling the divine imperative toward motion.
So does the religious instinct become nothing more than ""empty mythology"" as soon as the immediacy of the particular instance is subordinated to abstract notions of authoritative dogma or theological system. 
Schle. does not seem to be in any way maligning the role that system plays in human life; he is simply pointing out that systematics have no place in religion. it ought not be conceived of as a body of accumulated material (mythical, doctrinal, or other), but rather as the State or Medium by which bodies are moved or made to move through impulse.

Particularity vs. Multiplicity
In thinking about Schle. I m beginning to realize that I may have misunderstood his use of  particularity  vs  multiplicity  as they relate to unity. I initially assumed the two terms were being used synonymously, but on further reflection, I think they are more accurately conceived as constitutive, which is to say the former (the particularity) functions as one of the many instances that make up the latter (the multiplicity) and by reason of its dual nature thereby gestures toward unities both greater and lesser, within and without, micro and macrocosms expanding and contracting in relation to one another

Oldenberg & Schle (""thirdplace"")
Sociologist Ray Oldenburg speaks of the importance and regrettable absence of the  third place  in the modern man s life, his  home away from home  that provides a vital zone for socialization and reflection outside of home and work. 
Reading Schleiermacher s assertion of religion as the  indispensable third  that accommodates/supersedes the moralistic impulse on the one hand and the metaphysical on the other, I can t help but think of the sacred site or community as perhaps slotting into Oldenberg s framework, with moral praxis representing home life and philosophical speculation functioning as a kind of  work,  the equilibrium between which (and proper conception of which) can only be achieved through appreciation for & inhabitation of the religious zone (i.e. the seat of inspiration and instinctual participation in the divine unity made manifest/manifold). 
Not sure how or if Schleiermacher would frame religion in terms of Place, whether church or temple or perhaps nature itself (given his Romantic leanings), but it seemed like a connection worth making",20221101,,x,,,
,,,x,x,x,,,,,"PROFESSOR OF DESIRE
Just finished Roth s *Professor of Desire*. A light read. The protagonist is a smart good-looking Jewish kid with a flair for the theatrical, a gift for the rhetorical, and a taste for the carnal. Equal parts libido and cogito, David Kepesh attempts to navigate the treacherous waters of desire and despair--Scylla of mind on the one hand (compulsive self reflection, paralysis by analysis) and Charybdis of flesh on the other (hopeless susceptibility to female charm, hedonic abandonment).
The psychosexual coordinates of David s academic/erotic career can, I think, be charted relative to his major literary influences at each stage: the typewriter/drum (the syncopated allure of showmanship and stagecraft, a la Herbie s flatulent exhibitionism), Dostoevsky (the crime of morose association with  practicing homosexual  Jeselnik, the punishment of Silky s sex withheld) Icelandic verse (the epic saga of Brigitte s lust and Elizabeth s lament [keening/kenning]), Chekhov (the domestic strangulation of his failed marriage to the exotic Helen), erotic verse (the incorrigible Baumgarten and his unflinching vulgarities, welcome distractions from the glum post divorce caesura), and at last Kafke (the sense of futility and doom pervading even David s  happy ending  with sensible, tender young Claire, wife material if ever there was such a thing). Desire: cupid s poison tipped arrow, the sweetness unto death (petit mort)",20221101,,x,,,
,,,x,x,x,,,,,"THE INVISIBLE COLLEGE
i am reading The Invisible College by jacques vallee. i have come to see:
UFOs as a psychotechnical mechanism for ""illuminating the nets,"" (epistemic frames, social meshes) that constrain and enable shifts in the human metastate. mending old holes and poking at new ones. a strange affordance, a self-effacing archetype, a pain at the base of the skull made singly known but collectively felt. they are the uncorrelated, unidentified longing, seeds of infinite potential that dart and glimmer through the veils of the human unconscious",20211101,agtwlc,x,,,
,,,x,x,,,,,,"VACCINE
sickness is an opening up and a coming in, perversely. The well may employ the sick function as Vaccine, or, a re-versioning of the perverse (not a cancellation of the perverse but a multiplication of it). 
When power wields the means of vaccination, then should the well fear. For that which is vaccinated against may be the very thing the Body needs most. What is learned is this: that to be well is to have been sick. 
When the body rejects the foreign substance, it rejects a becoming, for good or ill. When other than the self holds sway over this becoming, then should the self fear. 
But does not the World hold sway over the self, to introduce or withhold? No. For world demonstrably is self and self world. Seizure of the world-self and containment of its workings are figured as: the Tube or Needle, forcefully inserted.
What to do, we who are sufferers of the real and imagined? Find joy in the foreign body as in the body of the self, forsaking fear of fear: intubated Other.
The victim, friend, is no one and the death toll but One.",20201101,,x,,,
,,,x,x,,,,,,"HAPPINESS
The modern quest for happiness is a Sisyphean exercise in futility. How can you achieve a state that you cannot define? 
You reply,  well I know happiness when I feel it. 
And under what conditions are those feelings produced? You may point to the hierarchy of needs: physiological, safety, belongingness, esteem, self-actualization. 
This, we are told, is where happiness resides in the fulfillment of our various needs. 
Very well. Let s examine fulfillment. To  fill  a thing implies that it was once empty. Given enough time, it will be empty again. 
To be  happy  then, is to be actively, dynamically fulfilling needs as they arise.
The cycle continues; there seems to be no point of ultimate achievement, at least, not on our plane of timebound, embodied existence. 
Given the cyclical relational interplay that exists between fulfillment and depletion (yin and yang), how can we hope to Proceed or Advance in any meaningful way? At what point in this cycle is happiness said to be attained and/or lost? What are the units, the system of measurement? How many needs must go unmet before one can be designated unhappy or vice versa? Where is the  fill line ?
You reply,  well you can t quantify a feeling in that way it s more subjective.  
This, of course, brings us back to the initial objection namely, that you cannot achieve that which you cannot define. 
Of course, defining human needs at the basic level is simple enough: food, shelter, clothing, etc. These needs are universal and constant across age, time, and culture.
But at the higher levels of belonging and actualization, we find ourselves unable to articulate or even conceptualize our needs caught in a muddle of often contradictory expectations, presuppositions, (pre)conceptions, and societal norms.
To make sense of it all, modern man relies largely on media, branding, and consumptive identity.  I m a [redneck, intellectual, activist]; thus, for me happiness/fulfillment looks like [cold beer/hot babes, cocktail parties/repartee, punk aesthetics/performative acts of social justice].  
The problem, of course, is that these prepackaged identities and their respective trappings and accoutrement do not always accommodate shifts in disposition or the vicissitudes of circumstance. What happens when you are no longer able to enact the identity you ve chosen or maintain the lifestyle that you ve come to associate with happiness?
Poor health, old age, bad luck, mistreatment at the hands of others there are any number of disruptive factors that can (and ultimately will) wrest the illusion of control from our grasp, rendering us existentially adrift.  
No matter what tack we take, no matter what technologies or philosophies we employ in our endeavors to guard against contingencies, the great boulder called Happiness will always slip from our grasp at the last moment, leaving us to wonder, to curse, to crave.  Is it something I did? Something I said? Is it providence, karma, dumb random chance? Why am I not happy despite it all? 
You are not happy, oh modern man, because you do not know what happiness is. 
You do not know what happiness is, oh modern man, because cannot identify your deepest need.
You cannot identify your deepest need, oh modern man, because and now at last we come to it you never needed anything at all. Or, put another way, the only thing you need is no-thing. This, in turn, is the key to every-thing.
Camus said,  One must imagine Sisyphus happy.  But that isn t quite right. The word, as we have seen, is too tired, too bankrupt, too freighted with imprecise connotations. Let us, instead, imagine Sisyphus Content. Accepting of.
This is what I propose Contentment and Acceptance, not happiness, as the state toward which one should allow himself to strive.
And how does one grant the allowance to strive? It is (as with everything [i.e. nothing]) a paradoxical co-accommodation, best conceived of as a triangulation: Passivity, Simplicity, Linearity. 
At the center of these three vertices lies the wellspring, the Is-ness, Was-ness, Yet to Be-ness, that runs through all things at all points always circumscribed and circumscribing, angular and ovular.
 So it is. So I am.  Acceptance, the manifold threefold. Elucidate:
?	Passivity 
?	Simplicity
?	Linearity
[to be continued ]",20201101,,x,,,
,,,x,x,x,,,,,"ANIMAL THEOLOGY
Chapter 5 
Linzey uses Anne Rice s Interview with a Vampire as an entry point into metaphorical exploration of the parasitical relationship that exists between mankind and the natural world. Objectors might appeal to the beauty of nature and natural law as a sufficient basis for moral action an ecological theology if you will. However, Linzey counters that there exists a critical distinction between the Creator and His creation. To make inferences about the divine nature of the former from the fallen nature of the latter is to obviate the need for redemptive action, and thereby to reinforce the brutality that pervades  natural  cycles of consumption and vampiric feeding, pitting the lion against the lamb in direct contradiction of the Isianic vision. In other words, a rehabilitation of natural law and the state of nature is necessary by way of a new trans-natural moral imperative that entails an active striving against our fallen tendencies. Like Rice's Louis, we must grapple with the deep-seated sense that something is not right, despite the insistence of the Lestats of the world that the blood of the weaker is rightfully ours for the taking. We modern westerners are particularly without excuse given the fact that there are viable alternatives available to us (vegetarianism, veganism, etc). Simply put, Christ as eschatological figure and not simply as first-century Palestintian man represents a possibility of global, even universal transformation of the parasitic paradigm. To simply resign ourselves to our fallenness is unacceptable.
Chapter 4 
With the publication of Gutierrez s A Theology of Liberation (1971), there was a widespread shift toward liberational modes of thought in theological discourse. Although this emergent school acknowledges the universal scope of Christ s redemptive work, its focus lies primarily upon the human being as the subject of liberation. Linzey argues that this reinforcement of orthodox humanocentrism is in direct opposition to the katabasis (sacrificial descent) that Christ displayed. A return to a sound Christology* demands an expansion of the liberational mindset to include the non-human realm. Linzey insists upon this point, despite objections that such a shift actually reinforces humanocentrism (by implying that that only humans can affect liberation for animals), inappropriately compares the plight of non-humans to humans (distinction without difference), and has absurdly far-reaching implications (does vegetable life deserve the same level of consideration? What about minerals? yes, with qualifications).
*Christ as 1. co-creator (the logos that undergirds reality), 2. god-incarnate (logos made flesh), 3. new covenant (the Noahic promise), 4. reconciler of ALL things (not just humans), and 5. moral exemplar (displaying a spirit of compassion for and submission to the weak)
Chapter 3 
Linzey refutes the orthodox notion of divine impassability (God as eternally unsuffering), arguing that the incarnational priesthood of Christ necessitates suffering as a redemptive catalyst for transformation of the fallen world through sacrificial acts, not the sacrificing of beast on altars of stone as in the OT but of one s own  flesh  (i.e. the conveniences that our privileged place in nature affords us) on the altar of consciousness, modelling Christ s compassion for and suffering on behalf of the world, even its least inhabitants. Though this framing of the divine nature borders on the heretical (see Patripassianism) Linzey claims, convincingly, that a moral or mystical theology of animals and our relationship to them is an unavoidable corollary of the benevolence revealed plainly in the god-man. We are thus called to become priests unto the world, to reenact Christ s sacrifice toward the weaker, not because they deserve it but precisely because they do not.
Chapter 1
Pr cis: we ought to have reverence toward all forms of life, human or non-human, insofar as they are expressions of divine grace and creative outpouring. This sense of reverence, rooted in love for the Creator, must necessarily extend outward toward His Creation as we fulfill our responsibilities not only toward one another as bearers of the imago dei, but toward all things which likewise bear the Maker s stamp, imbuing them with certain inalienable  rights,  rights that derive not from any attribute of the thing per se (e.g. sentience or rationality), but rather the divine origin of those attributes, infringement upon which is a boldfaced betrayal of the spirit of Christ s self-emptying on our behalf.",20191101,,x,,,
,,,x,x,x,,,,,"THE PIANO
A dark, melancholic film, so pregnant with meaning you nearly see it crowning. Metaphor sits heavily upon the narrative, squashes it flat to the dimension of fable or macabre folklore. I.e., the details of the protagonist s situation and the character of the protagonist herself matter far less than the environment in which she finds herself, the objects she interacts with, and the archetypes she embodies/encounters/is beset by.
This is intentional, no doubt, as suggested by the occurrence of a local shadow play, in which significantly Bluebeard brandishes a comically large key, before murdering his wife in pantomime (and nearly getting murdered himself in real life by the  savages  [the audience?]). 
By playing with shadows in this way, the film positions itself as commentary on artifice, the ways that we reenact past traumas and project them on our interior canvases or staff lines (the  silent  table) a muting, a reduction, a flattening. 
This is what, I think, the piano stands in as an artifact of pain and loss that the protagonist must jettison before she is to find her true voice. 
The chopping off of fingers is also significant in this regard (and also hearkens back to the shadowplay from before, in preparation for which the drama/trauma/thaumaturgist makes as if to attack a hesitant participant s hand with a prop axe), insofar as it signifies the violent act of lessening that must occur in order to make real that which has been long sublimated. 
You will not emerge from the swamp without leaving some piece of you behind, some appendage or baggage, but in so doing by enduring the great trial, cutting loose the weights of the past you regain that part of yourself which the thing merely symbolized.
It s transactional in this sense sex for love, the body for the soul, the ivory keys for the keys to the heart. (Recall: Ada s forbidden lover later, as they are rowing away from the island and Ada suddenly expresses her desire to cast the piano overboard, says  but I have the key, we can fix it  [or something to that effect].)
The piano stood in for Voice, but it was not Voice itself. The object must sink that the Subject may swim or, perhaps, drown trying, lost in voiceless depths.",20241031,,x,,,
,,,,,,,x,,,the frog is not a fish in the water; or a rat on the land; or a bird in mid-jump.,20241023,,x,,,
,,,,,,,,,,"what are the odds that such a strange thing would occur? very good as it turns out.

the probabilistic mindset presumes randomness. it doesnt factor in laws of attraction. 

take human relations for instance. it may seem astronomically unlikely that two individuals perfectly suited for one another would chance to meet. but it is in fact not only likely, it is inevitable, in the same way that iron filings will inevitably seek out a magnet (should one be proximal)",20241022,,x,,,
x,,,,,,,,,,"the world is but a word unuttered
once said, it will explode
in pieces
and the spirit will ride out on that black horse
stabled now behind the moon",20240829,t4h,x,"the world is but a word unuttered
once said, it will explode
in pieces
and the spirit will ride out on that black horse
stabled now behind the moon",freeverse,
,,,,,,,,x,,"therapist: why do you stay with your husband?
battered wife: *shrug* beats me",20231011,,x,,,
,,,,,,,,,,"those butterflies in your stomach, they have been there for some time. you swallowed one in your sleep; they have multiplied since, quietly. they thrive in these conditions of uncontested stasis. 

but fear, fear makes them flutter, it makes them known. Opportunity. seize this chance to expel them, to set them and yourself free.",20231011,,x,,,
,,,,,,,x,,,"give a man a fish, he'll eat for a day. teach a man to fish, he'll eat for the rest of his life. teach a man to teach himself, he'll solve world hunger [feed the world]. ",20241010,,x,,,
,,,,x,,,,,,"zoomers have outaged their parents parents thanks to hyperlethal media doses. boomers are children to them, their ideals ring hollow, cartoonish",20231003,,x,,,
,,,,x,,,x,,,"technology doesnt just speed up tasks, it speeds up time",20241001,,x,,,
,,,,x,,,x,,,"elevate your why and ground your what; the how will flow down naturally. 

the how flows from the why",20241001,,x,,,
,,,x,x,,,,,,"POSTHOLE*
[abstract: getting beyond the tired and grim ""apparatus"" of postmodern theory and its machinc body of metaphors. what about a new terminological/analogical frame, rooted in the natural world, unencumbered by anthropocentrism, aired out]
postmodern theory relies on a set of abstracted, unnatural metaphors and terms that destabilize our understanding of the world and our ability to engage with it in natural ways.
I propose a new frame, a new vocabulary for theory that is rooted in the natural world, the fundamental material of all things, the dirt beneath us and the sky above. then I propose that this new frame be applied to postmodern theorists, both individually and in their entirety, to see what can be meaningfully translated to the new natural theory and what fails to hold.
I believe this is necessary if we are to heal the fracture, to again bring ourselves into proper relation with the world around us. It is not regression that I propose, but a reclamation of our birthright, a maturation, an advance beyond this adolescent stage of paranoia, doubt, and misgiving--the age of smoke and mirrors and obfuscation--in which we have too long languished.
so what are these new metaphors? of what is this new ""apparatus"" composed? it is composed of the thing around us: earth, water, fire, sky. Green things and brown things and red things and blue things, with a great spirit that binds them.
Aristotle and the greeks will be our guide. They will be our virgil through postmodern hells and they will usher us into heaven, a place that we already know and exist within but do not actually inhabit out of suspicion that it is not real. We must make this house our home again and natural theory will help us do it.
(it is worth saying here that I am not laboring under the delusion of being some great innovator. Many have noted the need to get beyond postmodern theory and many attempts have been made to accomplish, or at least the describe/prescribe the steps to undertake, the great task. Metamodernism, post-postmodernism, hypermodernism--these are some of the names proposed for the project. I think they all fail, terminologically and fundamentally, to get at the ""root"" of the problem. which is to say that they operate toward and against a perverse, distorted, and self-undermining baseline. As such, they relegate themselves to failure from the outset.)
-Green things - plant life, vegetation (insects)
-Brown things - earth and stone and rock (mammal, man)
-Red things - fire, destruction, energy
-Blue things - water (animal: fish and amphibian)
-Spirit - the wind, the breath of god, that gives rise to animal in each of the sphere (man)
",20221001,,x,,,
x,,,,,,,,,,"the rain came down in sudden sheets
I passed perilously close to curbs
rolling through residential streets
that brim and darkly surge

toward drains and grates
a guttural placation
my car is full of ghosts
Writing their names, dates
in the condensation

Currents run the length of it 
crackling overhead
Rubber burning at the brink of it
Time's watershed

Where the ions in your fingertips
arc unto death
And that hot electric smell is
On your breath

And headlights sweep conical around the bend
And wiper blades smear streetlights, warm and Gaussian
and red

A wave a thousand stories tall 
of static
Rolling, rolling through the grid
Breaks-- slow, emphatic--
Upon the fluttering lids

Of two great eyes
Tuned like dials
To emergency stations

They cannot hear my dark placations 
Those smiling ghosts that fill my car and cloud my gaze
I'll join them one of these old nights
Or one of these howling days",20240814,t4h,x,"the rain came down in sudden sheets
I passed perilously close to curbs
rolling through residential streets
that brim and darkly surge

toward drains and grates
a guttural placation
my car is full of ghosts
Writing their names, dates
in the condensation

Currents run the length of it 
crackling overhead
Rubber burning at the brink of it
Time's watershed

Where the ions in your fingertips
arc unto death
And that hot electric smell is
On your breath

And headlights sweep conical around the bend
And wiper blades smear streetlights, warm and Gaussian
and red

A wave a thousand stories tall 
of static
Rolling, rolling through the grid
Breaks-- slow, emphatic--
Upon the fluttering lids

Of two great eyes
Tuned like dials
To emergency stations

They cannot hear my dark placations 
Those smiling ghosts that fill my car and cloud my gaze
I'll join them one of these old nights
Or one of these howling days",rhyme,
